raw_event,sample_count,phase,anchor,seconds_from_anchor
"Treatment Discontinuation Sch II-IV",277,END_OF_TREATMENT,,
"SAFETY_FU_2",277,FOLLOW_UP,,
"Week 26 Predose",277,ON_TREATMENT,BASELINE,15724800
"C1D21",277,ON_TREATMENT,CYCLE_1,1728000
"Week 24 Double Blind Period",277,ON_TREATMENT,BASELINE,14515200
"Obinutuzumab Retreatment 1",277,ON_TREATMENT,,
"P2/P3 C2D1 POST (IMM",277,ON_TREATMENT,CYCLE_2,0
"LAP",277,,,
"Primary Response Ass",277,,,
"SAD Day 2 24h",276,,,
"WEEK6",276,ON_TREATMENT,BASELINE,3628800
"Visit 11 Week 24 Day 169",276,ON_TREATMENT,BASELINE,14515200
"Disease Progression or End of Study",276,END_OF_TREATMENT,,
"Day 35 Follow-up",276,FOLLOW_UP,,
"ARM B/F/G C1D15",275,ON_TREATMENT,CYCLE_1,1209600
"CYCLE 30 DAY 1",275,ON_TREATMENT,CYCLE_30,0
"21 WEEK 72",275,ON_TREATMENT,BASELINE,43545600
"AdvAMD",275,,,
"Cycle 6 Day  1",274,ON_TREATMENT,CYCLE_6,0
"Cycle 1 Day 2 (Week 1)",274,ON_TREATMENT,CYCLE_1,86400
"Follow Up (Visit 7)",274,FOLLOW_UP,,
"WEEK_3",274,ON_TREATMENT,BASELINE,1814400
"Screening Primary",273,SCREENING,SCREENING,0
"3",273,,,
"ADDC3",273,,,
"02",272,,,
"M11",272,,,
"Safety Follow-Up Week 36",272,FOLLOW_UP,END_OF_TREATMENT,21772800
"Cycle 39 Day 1",272,ON_TREATMENT,CYCLE_39,0
"C3D1E",271,ON_TREATMENT,CYCLE_3,0
"4 Week Post Safey Follow-Up",271,FOLLOW_UP,,
"PD3 DAY 1",271,,,
"Follow Up 2 Month",271,FOLLOW_UP,,
"Cycle 10 Week 12",270,ON_TREATMENT,BASELINE,7257600
"UNSCH C2XD1",270,UNSCHEDULED,,
"951",270,,,
"Study Comp/ET",270,,,
"C2A",270,,,
"FU WEEK 24",269,FOLLOW_UP,,
"FUW12",269,ON_TREATMENT,BASELINE,7257600
"CYCLE2_DAY5",269,ON_TREATMENT,CYCLE_2,345600
"Tissue Sample Collection - Fresh Tumor Biopsy",269,PROCEDURE,,
"WK 24 RE-TRT 5",269,ON_TREATMENT,BASELINE,14515200
"Part 3 Week 44 Day 308",269,ON_TREATMENT,BASELINE,26611200
"Withdrawal Visit",268,END_OF_TREATMENT,,
"Cycle 3 Day 4",268,ON_TREATMENT,CYCLE_3,259200
"FU WEEK 60",267,FOLLOW_UP,,
"Part A Day 1",267,,,
"Study Comp /ET",267,,,
"Part 3 Day 21",266,,,
"Every 12 Weeks W120",266,ON_TREATMENT,BASELINE,72576000
"Post-C3",266,,,
"Sampling",265,,,
"Cycle5day1",265,ON_TREATMENT,CYCLE_5,0
"Cycle 1 Day 8 Dose Expansion",265,ON_TREATMENT,CYCLE_1,604800
"DAY 10",265,ON_TREATMENT,BASELINE,864000
"TEST",265,,,
"Visit 2 Month 15",265,ON_TREATMENT,,
"UNSCHED / RETEST",264,UNSCHEDULED,,
"PART 2 Day 3",264,,,
"EARLY TERM EXT",264,,,
"MONTH 2",263,ON_TREATMENT,BASELINE,5184000
"W132",263,ON_TREATMENT,BASELINE,79833600
"Treatment Period Cycles Biomarker",263,ON_TREATMENT,,
"Cycle 0 Day 1 (Arm AB)",263,ON_TREATMENT,CYCLE_0,0
"Week 4 (Visit 4)",263,ON_TREATMENT,BASELINE,2419200
"Part 3 Week 28 Day 196",262,ON_TREATMENT,BASELINE,16934400
"C1BX",262,,,
"Week 144 on treatment",262,ON_TREATMENT,BASELINE,87091200
"Loss of clinical benefit",262,,,
"VISIT 51",261,ON_TREATMENT,,
"Biopsy",261,PROCEDURE,,
"P2A Day 30",261,,,
"C1D-7",260,,,
"End of Study / Early",260,END_OF_TREATMENT,,
"C2D8-21",260,ON_TREATMENT,CYCLE_2,604800
"TERMINATION",260,,,
"Cycle 1 Day 2 Dose Escalation",260,ON_TREATMENT,CYCLE_1,86400
"P2/P3 C1D5 (IMMUNO)",259,ON_TREATMENT,CYCLE_1,345600
"End of Treatment/Discontinuation Dose Escalation",259,END_OF_TREATMENT,,
"C1 D10-16",259,ON_TREATMENT,CYCLE_1,777600
"Week 60 Visit 10",259,ON_TREATMENT,BASELINE,36288000
"Visit 49",258,ON_TREATMENT,,
"28 Day FU",258,,,
"Non Safety C2D15",258,ON_TREATMENT,CYCLE_2,1209600
"Part 3 Week 8 Day 56",258,ON_TREATMENT,BASELINE,4838400
"M3FU",258,,,
"21 WITHDRAWL",258,,,
"End of Treatment Week 26",257,END_OF_TREATMENT,,
"Part 3 Week 36 Day 252",257,ON_TREATMENT,BASELINE,21772800
"DAY3",257,ON_TREATMENT,BASELINE,259200
"C27D1",257,ON_TREATMENT,CYCLE_27,0
"Baseline Week 1",257,BASELINE,BASELINE,0
"Period 2 Day 4",256,ON_TREATMENT,,
"Treatment Completion / Early Termination Visit Mono",256,END_OF_TREATMENT,,
"C28D1",256,ON_TREATMENT,CYCLE_28,0
"C5",256,ON_TREATMENT,CYCLE_5,0
"Randomization Visit",255,BASELINE,BASELINE,0
"PRESURGERY",255,PROCEDURE,,
"DISCONTINUATION",255,END_OF_TREATMENT,,
"Period 1 Day 3",255,ON_TREATMENT,,
"COVID-19 vaccine COVB2",255,,,
"Week 108 (Post treatment visit 1)",254,FOLLOW_UP,END_OF_TREATMENT,65318400
"Encounter 1",254,,,
"Part 3 Week 32 Day 224",254,ON_TREATMENT,BASELINE,19353600
"P2/P3 C3D1 POST (IMM",253,ON_TREATMENT,CYCLE_3,0
"Week 1 Day 1 Predose",253,ON_TREATMENT,BASELINE,604800
"28 Day Follow Up",253,FOLLOW_UP,,
"C3D1D",252,ON_TREATMENT,CYCLE_3,0
"Cycle 45 Day 1",252,ON_TREATMENT,CYCLE_45,0
"CYCLE 1/DAY 15",252,ON_TREATMENT,CYCLE_1,1209600
"Vex1",252,,,
"Part 3 Week 24 Day 168",251,ON_TREATMENT,BASELINE,14515200
"C3XD1",251,,,
"ET/FU",251,,,
"Cycle 34 Day 1",251,ON_TREATMENT,CYCLE_34,0
"Part 3 Week 12 Day 84",251,ON_TREATMENT,BASELINE,7257600
"DAY10",251,ON_TREATMENT,BASELINE,864000
"RT 1 DAY 15",251,ON_TREATMENT,CYCLE_1,1209600
"Prior to Cycle 2 Day 15",251,ON_TREATMENT,CYCLE_2,1209600
"P2B Day 2",251,,,
"120 Day Follow Up",250,FOLLOW_UP,,
"C1D8S1",250,ON_TREATMENT,CYCLE_1,604800
"OLE Week 172 Year 3",250,ON_TREATMENT,BASELINE,104025600
"P2A Day 8",250,,,
"Week 216",250,ON_TREATMENT,BASELINE,130636800
"Visit 9 Week 16 Day 113",250,ON_TREATMENT,BASELINE,9676800
"Final Safety Follow-Up",249,FOLLOW_UP,,
"D1W5",249,ON_TREATMENT,BASELINE,3024000
"DAY113",249,ON_TREATMENT,BASELINE,9763200
"Day 49",249,ON_TREATMENT,BASELINE,4233600
"Follow Up 4 Month",248,FOLLOW_UP,,
"Week 1/Day 1 W/O DDI",248,ON_TREATMENT,BASELINE,604800
"C3D1 30 MIN POSTDOSE",247,ON_TREATMENT,CYCLE_3,0
"Timepoint 0",247,,,
"DE_DAY1",247,,,
"UNSC",247,,,
"Cycle 7 Day 1 D",246,ON_TREATMENT,CYCLE_7,0
"Cycle4 Day1 Arm A",246,ON_TREATMENT,CYCLE_4,0
"C29D1",245,ON_TREATMENT,CYCLE_29,0
"Cycle 43 Day 1",245,ON_TREATMENT,CYCLE_43,0
"EXACERBATION",245,,,
"Target Dose Plus 1 Day",244,ON_TREATMENT,,
"Period 1 Day 8",244,ON_TREATMENT,,
"C8D8",244,ON_TREATMENT,CYCLE_8,604800
"Adjuvant Cycle 12 Day 1",244,ON_TREATMENT,CYCLE_12,0
"Phase II-C1D1",244,ON_TREATMENT,CYCLE_1,0
"WEEK 108",243,ON_TREATMENT,BASELINE,65318400
"ARM F END OF TREATMENT",243,END_OF_TREATMENT,,
"SAD Day 1 4h",242,,,
"Week 39",242,ON_TREATMENT,BASELINE,23587200
"End of Treatment Assessment",242,END_OF_TREATMENT,,
"Part 3 Week 16 Day 112",242,ON_TREATMENT,BASELINE,9676800
"Pre-C3",241,,,
"Part 3 Week 48 Day 336",241,ON_TREATMENT,BASELINE,29030400
"P2B Day 30",241,,,
"Surgery / Treatment Completion/ Early Discontinuation",241,END_OF_TREATMENT,,
"Screening Tissue Dir",241,SCREENING,SCREENING,0
"DAY3_STAGE1",241,ON_TREATMENT,BASELINE,259200
"RBR",240,,,
"Follow Up Visit 1",240,FOLLOW_UP,,
"Cycle 72 Day 1",240,ON_TREATMENT,CYCLE_72,0
"DAY 11",240,ON_TREATMENT,BASELINE,950400
"MONOTHERAPY2",239,,,
"Baseline 2",239,BASELINE,BASELINE,0
"Cycle 2 Day 1 Dose Expansion",239,ON_TREATMENT,CYCLE_2,0
"Part 3 Week 4 Day 28",238,ON_TREATMENT,BASELINE,2419200
"Part 2 Follow-up Week 9",238,FOLLOW_UP,END_OF_TREATMENT,5443200
"noAMD",238,,,
"Cycle 1 Day 21 Predose",238,ON_TREATMENT,CYCLE_1,1728000
"C6D1B",238,ON_TREATMENT,CYCLE_6,0
"SAD Day 1 8h",237,,,
"Cycle 1 Day 1 RCR-RBR Sample Collection",237,ON_TREATMENT,CYCLE_1,0
"Post",237,,,
"Site 2 Core 1",237,,,
"301",237,,,
"Between Cycle 2 Day 8 to Cycle 3 Day 1",237,ON_TREATMENT,CYCLE_2,604800
"Week 8 (Visit 5)",237,ON_TREATMENT,BASELINE,4838400
"D25",235,ON_TREATMENT,BASELINE,2160000
"TP3",235,,,
"Week 153 on treatment",235,ON_TREATMENT,BASELINE,92534400
"Follow Up Week 36 Day 252",235,FOLLOW_UP,END_OF_TREATMENT,21772800
"Part 3 Week 40 Day 280",235,ON_TREATMENT,BASELINE,24192000
"Visit 51 Week 454",234,ON_TREATMENT,BASELINE,274579200
"Visit 11 Week 14 Day 99",234,ON_TREATMENT,BASELINE,8467200
"SAD Day 1 0h",233,,,
"P2/P3 C2D1 PRE (IMMU",233,ON_TREATMENT,CYCLE_2,0
"953",233,,,
"irAE",233,,,
"6 Month Follow Up",233,FOLLOW_UP,,
"4",232,,,
"Month 1",232,ON_TREATMENT,BASELINE,2592000
"Follow-up Month 3",232,FOLLOW_UP,END_OF_TREATMENT,7776000
"Completion/SDDV",232,,,
"CYCLE5_DAY8",232,ON_TREATMENT,CYCLE_5,604800
"Week 48 Double Blind Period",231,ON_TREATMENT,BASELINE,29030400
"Week 93",231,ON_TREATMENT,BASELINE,56246400
"D60",231,ON_TREATMENT,BASELINE,5184000
"CYCLE12_DAY1",231,ON_TREATMENT,CYCLE_12,0
"SAFETY_FU_1",230,FOLLOW_UP,,
"Week 59",230,ON_TREATMENT,BASELINE,35683200
"FUV1",230,,,
"Mid Treatment Response Assessment Cycle 4 Day 1",230,ON_TREATMENT,CYCLE_4,0
"C4D1 30 MIN POSTDOSE",230,ON_TREATMENT,CYCLE_4,0
"Cycle 8 Day 1 D",230,ON_TREATMENT,CYCLE_8,0
"M15",229,,,
"P2/P3 C3D1 PRE (IMMU",229,ON_TREATMENT,CYCLE_3,0
"C1D2F",229,ON_TREATMENT,CYCLE_1,86400
"CYCLE13_DAY1",229,ON_TREATMENT,CYCLE_13,0
"DAY24",228,ON_TREATMENT,BASELINE,2073600
"REC2D1",228,ON_TREATMENT,CYCLE_2,0
"Year 2 Week 100",228,ON_TREATMENT,BASELINE,60480000
"C4D1E",228,ON_TREATMENT,CYCLE_4,0
"Part 2 Day -1 AMD3",228,,,
"Period 2 Day 2",228,ON_TREATMENT,,
"Day 1 PREDOSE",228,ON_TREATMENT,BASELINE,86400
"CYCLE8",227,ON_TREATMENT,CYCLE_8,0
"M6FU",227,,,
"P2A Screening",227,SCREENING,SCREENING,0
"Part 3 Day 1",226,,,
"WK 48 RE-TRT 4",226,ON_TREATMENT,BASELINE,29030400
"Part 2 Day 21 AMD3",226,,,
"Day -3 to Day -1",226,ON_TREATMENT,BASELINE,259200
"C1B",226,,,
"D225",226,ON_TREATMENT,BASELINE,19440000
"56 WEEKS",226,,,
"DISC4",225,END_OF_TREATMENT,,
"Cycle 1 Day 9 Dose Escalation",225,ON_TREATMENT,CYCLE_1,691200
"V0-PILOT",224,ON_TREATMENT,,
"SAD Day 3 48h",224,,,
"Day 0 POST OP",224,ON_TREATMENT,BASELINE,0
"W97IV",224,ON_TREATMENT,BASELINE,58665600
"UNSCH C1XD1",224,UNSCHEDULED,,
"Cycle 1 Day 12",223,ON_TREATMENT,CYCLE_1,950400
"SAD Day 4 72h",223,,,
"Treatment visits MIBC Cohorts",223,ON_TREATMENT,,
"SCREENILM",223,,,
"Relapse",223,,,
"BM Biopsy",223,PROCEDURE,,
"C30D1",223,ON_TREATMENT,CYCLE_30,0
"CYCLE 33 DAY 1",222,ON_TREATMENT,CYCLE_33,0
"DAY 1 RE-TRT 2",222,ON_TREATMENT,BASELINE,86400
"Day 30",222,ON_TREATMENT,BASELINE,2592000
"SCN Bone Marrow Aspirate/ Biopsy",222,PROCEDURE,,
"II-III Cycle 1 Day 1",222,ON_TREATMENT,CYCLE_1,0
"Prior to Cycle 9",222,,,
"Week 51",221,ON_TREATMENT,BASELINE,30844800
"Cycle 2 Day 1 (Phase 1b)",221,ON_TREATMENT,CYCLE_2,0
"Treatment",221,ON_TREATMENT,,
"Treatment Completion or Early Discontinuation",221,END_OF_TREATMENT,,
"Week 277",221,ON_TREATMENT,BASELINE,167529600
"Part 3 Week 56 Follow-up",220,FOLLOW_UP,END_OF_TREATMENT,33868800
"W37SC",220,ON_TREATMENT,BASELINE,22377600
"BASELINE RBR",220,BASELINE,BASELINE,0
"OPTW100",220,ON_TREATMENT,BASELINE,60480000
"Optional RBR DNA post-Baseline",220,BASELINE,BASELINE,0
"Cycle 4",220,ON_TREATMENT,CYCLE_4,0
"C1D15B 2H EOI",220,ON_TREATMENT,CYCLE_1,1216800
"OL Day 1 RT5D1",220,,,
"Day 44",219,ON_TREATMENT,BASELINE,3801600
"Part 3 Week 72 Follow-up",219,FOLLOW_UP,END_OF_TREATMENT,43545600
"CAPCTDNAW54",219,ON_TREATMENT,BASELINE,32659200
"Visit 61",219,ON_TREATMENT,,
"Part 2 Day 4",219,,,
"P2/P3 C2D2 (IMMUNO)",218,ON_TREATMENT,CYCLE_2,86400
"Day 56 Follow-up",218,FOLLOW_UP,,
"Week 6 Day 36",218,ON_TREATMENT,BASELINE,3628800
"120 Day Last Dose MPDL3280A",218,ON_TREATMENT,,
"ONSTUDY",218,,,
"OLE Week 97",217,ON_TREATMENT,BASELINE,58665600
"C1D8B 2H EOI",217,ON_TREATMENT,CYCLE_1,612000
"TERM/FU",216,,,
"Visit 14 Week 60 Washout",216,ON_TREATMENT,BASELINE,36288000
"DAY14_STAGE1",216,ON_TREATMENT,BASELINE,1209600
"Week 24 Day 162",216,ON_TREATMENT,BASELINE,14515200
"Pre",216,,,
"Part 2 21 Day Run-in Day 1",216,,,
"Run In",215,BASELINE,BASELINE,0
"Faricimab run in treatment: Part 4",215,ON_TREATMENT,,
"RT 5 DAY 1",215,ON_TREATMENT,CYCLE_5,0
"Part 3 Week 2 Day 14",214,ON_TREATMENT,BASELINE,1209600
"Cycle 1 Day 1 Retreatment",214,ON_TREATMENT,CYCLE_1,0
"Cycle 2 Day 6",214,ON_TREATMENT,CYCLE_2,432000
"D1_PRE_M3",214,ON_TREATMENT,BASELINE,86400
"Follow Up Month 6",214,FOLLOW_UP,END_OF_TREATMENT,15552000
"V0",214,ON_TREATMENT,,
"Follow up Week 12",214,FOLLOW_UP,END_OF_TREATMENT,7257600
"Cycle 3 Day 22",214,ON_TREATMENT,CYCLE_3,1814400
"Follow-up Month 9",214,FOLLOW_UP,END_OF_TREATMENT,23328000
"C2D21-28",214,ON_TREATMENT,CYCLE_2,1728000
"Optl 20ML Lumbar Puncture & Blood",213,PROCEDURE,,
"D1W1",213,ON_TREATMENT,BASELINE,604800
"DAY18",213,ON_TREATMENT,BASELINE,1555200
"C31D1",213,ON_TREATMENT,CYCLE_31,0
"EXT WEEK 12 PREDOSE",213,ON_TREATMENT,BASELINE,7257600
"Follow-Up Day 35",213,FOLLOW_UP,,
"DAY 112",213,ON_TREATMENT,BASELINE,9676800
"SCREENING BIOPSY MONO",213,SCREENING,SCREENING,0
"On-Study Fresh Tissue Biopsy",212,PROCEDURE,,
"SAD Day 1 1h",212,,,
"DE CYCLE 1 DAY 1",212,ON_TREATMENT,CYCLE_1,0
"Follow-up Month 6",212,FOLLOW_UP,END_OF_TREATMENT,15552000
"Cycle 4 Day 5",212,ON_TREATMENT,CYCLE_4,345600
"Phase II-C1D15",212,ON_TREATMENT,CYCLE_1,1209600
"Day 23",211,ON_TREATMENT,BASELINE,1987200
"Study Completion-Ear",211,END_OF_TREATMENT,,
"C4 Day 4",211,ON_TREATMENT,CYCLE_4,259200
"Screen Amendment D",211,SCREENING,SCREENING,0
"Negative Control",211,,,
"Part 2 Cycle 2 Day 1",211,ON_TREATMENT,CYCLE_2,0
"HOSPDISC",210,,,
"WGSBASE",210,,,
"C2D1C",210,ON_TREATMENT,CYCLE_2,0
"Site 1 Core 2",210,,,
"C34D1",210,ON_TREATMENT,CYCLE_34,0
"OLE Week 48",210,ON_TREATMENT,BASELINE,29030400
"DAY07",210,ON_TREATMENT,BASELINE,604800
"SC VISIT",209,,,
"Fresh. Biopsy Screen - Primary",209,PROCEDURE,,
"Part 2 Day 22",209,,,
"Unscheduled 2",209,UNSCHEDULED,,
"A/B-EOS/ET",209,,,
"DBT Unscheduled",208,UNSCHEDULED,,
"ITV Rand/Day 1",208,,,
"Safety C1D1",208,ON_TREATMENT,CYCLE_1,0
"Visit 63",208,ON_TREATMENT,,
"VISIT5",208,ON_TREATMENT,,
"Week 96 Day 672",208,ON_TREATMENT,BASELINE,58060800
"WEEK 89",207,ON_TREATMENT,BASELINE,53827200
"P1 Day 3",207,,,
"OLE Week 208",207,ON_TREATMENT,BASELINE,125798400
"Year 1 Week 52",207,ON_TREATMENT,BASELINE,31449600
"Part 2 Cycle 3 Day 1",207,ON_TREATMENT,CYCLE_3,0
"Post Transplant Week 24",207,ON_TREATMENT,BASELINE,14515200
"C1D8E",207,ON_TREATMENT,CYCLE_1,604800
"C7",207,ON_TREATMENT,CYCLE_7,0
"Cycle 1 Days 43-56",207,,,
"P2A Day 2",206,,,
"Screening Day -7 to -1",206,SCREENING,SCREENING,0
"Induction Cycle 1 Day 1",206,ON_TREATMENT,CYCLE_1,0
"DBT Week 204",206,ON_TREATMENT,BASELINE,123379200
"C1D1 PRE P2",206,ON_TREATMENT,CYCLE_1,0
"SAD Day 15",205,,,
"MAD Day 14",205,,,
"Week 92",205,ON_TREATMENT,BASELINE,55641600
"CYCLE3_DAY3",205,ON_TREATMENT,CYCLE_3,172800
"Cycle 5 Day 15",204,ON_TREATMENT,CYCLE_5,1209600
"P2B Screening",204,SCREENING,SCREENING,0
"C4D1C",204,ON_TREATMENT,CYCLE_4,0
"FRESH",204,,,
"Cycle3day1",204,ON_TREATMENT,CYCLE_3,0
"Phase II Treatment Completion",204,END_OF_TREATMENT,,
"CYCLE 3 DAY 1",203,ON_TREATMENT,CYCLE_3,0
"CYCLE4_DAY8",203,ON_TREATMENT,CYCLE_4,604800
"Post Transplant Week 52",203,ON_TREATMENT,BASELINE,31449600
"OPTW4",203,ON_TREATMENT,BASELINE,2419200
"Week 170",203,ON_TREATMENT,BASELINE,102816000
"C1D2D",203,ON_TREATMENT,CYCLE_1,86400
"W44",203,ON_TREATMENT,BASELINE,26611200
"Site 2 Core 2",202,,,
"OLE Week 28",202,ON_TREATMENT,BASELINE,16934400
"VISIT 53",202,ON_TREATMENT,,
"DAY85SIG",202,ON_TREATMENT,BASELINE,7344000
"WEEK 97",202,ON_TREATMENT,BASELINE,58665600
"PK/PD Substudy Day 3,4 or 5 Post",202,,,
"V02.1",202,ON_TREATMENT,,
"Day 37",202,ON_TREATMENT,BASELINE,3196800
"RANDOMIZATION",202,BASELINE,BASELINE,0
"Part 2 Screening AMD5",202,SCREENING,SCREENING,0
"Day 8B",201,ON_TREATMENT,BASELINE,691200
"Cycle 2 Day 1 (Phase 1a)",201,ON_TREATMENT,CYCLE_2,0
"ARM C/E C1D1",201,ON_TREATMENT,CYCLE_1,0
"CYCLE_1_DAY_1",201,ON_TREATMENT,CYCLE_1,0
"DAY50",201,ON_TREATMENT,BASELINE,4320000
"Cycle 3 Day 9",200,ON_TREATMENT,CYCLE_3,691200
"Week 12 Day 85 Unscheduled",200,UNSCHEDULED,,
"Visit 4 Week 6 Day 43",200,ON_TREATMENT,BASELINE,3628800
"Week 16 Day 106",200,ON_TREATMENT,BASELINE,9676800
"Cohort E-H Archival",199,ARCHIVAL,,
"DAY60",199,ON_TREATMENT,BASELINE,5184000
"Cycle 5 Day 5",199,ON_TREATMENT,CYCLE_5,345600
"7",199,,,
"V18",198,ON_TREATMENT,,
"12 Month Follow Up",198,FOLLOW_UP,,
"DAY 84",198,ON_TREATMENT,BASELINE,7257600
"Part A Week 1 Day -1",198,ON_TREATMENT,BASELINE,604800
"C2D4",198,ON_TREATMENT,CYCLE_2,259200
"PART 2 Day 2",198,,,
"DAY 1 RE-TRT 6",198,ON_TREATMENT,BASELINE,86400
"P2/P3 C4D1 PRE (IMMU",198,ON_TREATMENT,CYCLE_4,0
"Early Discontinuation",197,END_OF_TREATMENT,,
"Fresh Biopsy Biomarker",197,PROCEDURE,,
"VISIT 25",197,ON_TREATMENT,,
"baseline",197,BASELINE,BASELINE,0
"DNA Sub Study",197,,,
"WK 8 RE-TRT 4",197,ON_TREATMENT,BASELINE,4838400
"PART 4 WK8 D56",197,ON_TREATMENT,BASELINE,4838400
"W3PB",197,ON_TREATMENT,BASELINE,1814400
"Week 52 Visit 28 Early Discontinuation",197,END_OF_TREATMENT,,
"COVID-19 vaccine COVB1",196,,,
"Safety Follow-Up SFUW48",196,FOLLOW_UP,END_OF_TREATMENT,29030400
"PK Day 1",196,,,
"Adjuvant Cycle 10 Day 1",196,ON_TREATMENT,CYCLE_10,0
"C1D8BE",196,ON_TREATMENT,CYCLE_1,604800
"V17",196,ON_TREATMENT,,
"W128",196,ON_TREATMENT,BASELINE,77414400
"C1D15-21",195,ON_TREATMENT,CYCLE_1,1209600
"Period 1 Day 28",195,ON_TREATMENT,,
"Prior to Start of Dopaminergic",195,,,
"CYCLE11_DAY1",195,ON_TREATMENT,CYCLE_11,0
"Week 72 Double Blind Period",194,ON_TREATMENT,BASELINE,43545600
"TX_COMP_ED",194,,,
"C33D1",194,ON_TREATMENT,CYCLE_33,0
"Day1",194,ON_TREATMENT,BASELINE,86400
"Long Term Follow Up 24 Months",193,FOLLOW_UP,,
"Implant Month 2",193,PROCEDURE,,
"DAY99",193,ON_TREATMENT,BASELINE,8553600
"C2D1ABC",193,ON_TREATMENT,CYCLE_2,0
"RT 2 DAY 15",192,ON_TREATMENT,CYCLE_2,1209600
"Phase 1 C Day 8",192,,,
"Phase 1 C Day 6",192,,,
"WEEK52",192,ON_TREATMENT,BASELINE,31449600
"Early Termination/Final Visit",192,END_OF_TREATMENT,,
"Implant Month 7",192,PROCEDURE,,
"DAY 91",192,ON_TREATMENT,BASELINE,7862400
"W7PB",192,ON_TREATMENT,BASELINE,4233600
"27 Month",192,ON_TREATMENT,BASELINE,69984000
"DM28",192,,,
"Control",192,,,
"Cycle4day1",191,ON_TREATMENT,CYCLE_4,0
"P1 D8 168HR",191,,,
"SFU WEEK 24",191,ON_TREATMENT,BASELINE,14515200
"28 Days Follow Up",191,FOLLOW_UP,,
"Retreat 2 Day 1",191,,,
"CTCCAPW30",191,ON_TREATMENT,BASELINE,18144000
"Site 1 Core 1",191,,,
"WEEK 144",191,ON_TREATMENT,BASELINE,87091200
"Cycle 1 Day 15 (Phase 1a)",191,ON_TREATMENT,CYCLE_1,1209600
"M9FU",191,,,
"CYCLE 1 WEEK 1",191,ON_TREATMENT,BASELINE,604800
"C44D1",190,ON_TREATMENT,CYCLE_44,0
"SCC",190,,,
"Period 3 Day 2",190,ON_TREATMENT,,
"On Treatment NHL Tumor",190,ON_TREATMENT,,
"CYCLE2_DAY2",190,ON_TREATMENT,CYCLE_2,86400
"Cycle 1 Day 21",190,ON_TREATMENT,CYCLE_1,1728000
"21 WEEK 1",190,ON_TREATMENT,BASELINE,604800
"DAY43SD",189,ON_TREATMENT,BASELINE,3715200
"DE_DAY15",189,,,
"Cycle 42 Day 1",189,ON_TREATMENT,CYCLE_42,0
"CYCLE10_DAY1",189,ON_TREATMENT,CYCLE_10,0
"DAY 252",189,ON_TREATMENT,BASELINE,21772800
"WK6",189,ON_TREATMENT,BASELINE,3628800
"Week 23 Day 155",189,ON_TREATMENT,BASELINE,13910400
"VISIT3",189,ON_TREATMENT,,
"PART 4 WK20 D140",189,ON_TREATMENT,BASELINE,12096000
"DAY8SD",189,ON_TREATMENT,BASELINE,691200
"Exacerbation Visit",189,,,
"V03.11",189,ON_TREATMENT,,
"1 Month",188,ON_TREATMENT,BASELINE,2592000
"Unscheduled UNSCH1",188,UNSCHEDULED,,
"Day 112 / Week 16",188,ON_TREATMENT,BASELINE,9676800
"C16AD1",188,,,
"Day 1 Additional Open Label Treatment Cycle 2",188,ON_TREATMENT,BASELINE,86400
"C1D15-D21",188,ON_TREATMENT,CYCLE_1,1209600
"Tissue Biopsies",188,,,
"Follow-up Day 100",187,FOLLOW_UP,,
"Week 12 FUP",187,ON_TREATMENT,BASELINE,7257600
"Part 1 Cycle 2 Day 1",187,ON_TREATMENT,CYCLE_2,0
"Implant Day 2",187,PROCEDURE,,
"Adjuvant Cycle 14 Day 1",187,ON_TREATMENT,CYCLE_14,0
"DAY2SD",187,ON_TREATMENT,BASELINE,172800
"WEEK 113",187,ON_TREATMENT,BASELINE,68342400
"SCR-BB",186,SCREENING,SCREENING,0
"Arm 4 Pre-Treatment Baseline",186,BASELINE,BASELINE,0
"CYCLE6_ET",186,,,
"RE-IMPLNT",186,,,
"SFUW48",186,ON_TREATMENT,BASELINE,29030400
"64 WEEKS",186,,,
"Long Term Follow Up 18 Months",186,FOLLOW_UP,,
"Follow Up Month 12",186,FOLLOW_UP,END_OF_TREATMENT,31104000
"Post Surgery or Surveillance Baseline",185,BASELINE,BASELINE,0
"Retest Week 120",185,UNSCHEDULED,,
"Retreat FU Day 1",185,,,
"Follow Up 28 Days",185,FOLLOW_UP,,
"Week 12 Day 78",185,ON_TREATMENT,BASELINE,7257600
"Study Completion/ET Visit",185,END_OF_TREATMENT,,
"Post-mortem",185,,,
"Week 19",185,ON_TREATMENT,BASELINE,11491200
"Pregnancy Test",185,,,
"Implant Day 7",184,PROCEDURE,,
"24 Month",184,ON_TREATMENT,BASELINE,62208000
"Mid-Induction Response Assessment (Cycle 4 Day 15-21)",184,ON_TREATMENT,CYCLE_4,1209600
"Follow-up Day 29 or 36",184,FOLLOW_UP,,
"Implant Month 8",184,PROCEDURE,,
"Part 1 Day 1",183,,,
"DAY_3",183,ON_TREATMENT,BASELINE,259200
"Week 117 (Post treatment visit 2)",183,FOLLOW_UP,END_OF_TREATMENT,70761600
"C38D1",183,ON_TREATMENT,CYCLE_38,0
"DAY 100",183,ON_TREATMENT,BASELINE,8640000
"Double Blind Week 12",183,ON_TREATMENT,BASELINE,7257600
"Part 3 Day -1",183,,,
"Cycle 2 Day 2 Dose Escalation",183,ON_TREATMENT,CYCLE_2,86400
"12 Month",183,ON_TREATMENT,BASELINE,31104000
"P1 D2 24HR",183,,,
