original_category,canonical_category,original_count
"other_rheumatic_disease","other_rheumatic_disease",1
"functional_class","functional_class",1
"cataract_surgery_history","cataract_surgery_history",1
"retinal_thickness","retinal_thickness",1
"prior_cme_treatment","prior_cme_treatment",1
"other_ocular_diseases","other_ocular_diseases",1
"fluorescein_allergy","fluorescein_allergy",1
"anti_vegf_therapy","anti_vegf_therapy",1
"study_companion","study_companion",1
"clinical_abnormalities","clinical_abnormalities",1
"imaging_abnormalities","imaging_abnormalities",1
"caregiver_agreement","caregiver_agreement",1
"gestational_stage","gestational_stage",1
"disease_onset","disease_onset",1
"cryoglobulinemia","cryoglobulinemia",1
"suitability","suitability",1
"gender_and_disease","gender_and_disease",1
"ai_progression","ai_progression",1
"pik3ca_mutation","pik3ca_mutation",1
"prior_fulvestrant","prior_fulvestrant",1
"hepatic_and_infection","hepatic_and_infection",1
"disease management","disease management",1
"kidney and nerve disease","kidney and nerve disease",1
"obesity etiology","obesity etiology",1
"treatment access","treatment access",1
"lung disease etiology","lung disease etiology",1
"CNS Function","CNS Function",1
"gender_childbearing","gender_childbearing",1
"qtc_prolongation","qtc_prolongation",1
"endoscopy","endoscopy",1
"metastatic_disease_location","metastatic_disease_location",1
"prior_immunotherapy_washout","prior_immunotherapy_washout",1
"transplant_number","transplant_number",1
"graft_rejection","graft_rejection",1
"antibodies","antibodies",1
"steroid_resistance","steroid_resistance",1
"rejection_episodes","rejection_episodes",1
"transplant_instability","transplant_instability",1
"immunosuppression_protocol","immunosuppression_protocol",1
"growth_hormone","growth_hormone",1
"refractory_partial_response","refractory_partial_response",1
"refractory_stable_disease","refractory_stable_disease",1
"refractory_progressive_disease","refractory_progressive_disease",1
"hdt_ineligibility","hdt_ineligibility",1
"pet_scan","pet_scan",1
"male_partner_pregnancy","male_partner_pregnancy",1
"recent_anticancer_therapy","recent_anticancer_therapy",1
"gemcitabine_refractory","gemcitabine_refractory",1
"laboratory_values_neutrophils","laboratory_values_neutrophils",1
"laboratory_values_creatinine","laboratory_values_creatinine",1
"laboratory_values_bilirubin","laboratory_values_bilirubin",1
"laboratory_values_transaminases","laboratory_values_transaminases",1
"laboratory_values_alkaline_phosphatase","laboratory_values_alkaline_phosphatase",1
"hypersensitivity_cho_cells","hypersensitivity_cho_cells",1
"cardiac_symptoms","cardiac_symptoms",1
"cardiac_imaging","cardiac_imaging",1
"cardiac_procedure","cardiac_procedure",1
"myocardial_event","myocardial_event",1
"cardiac_surgery","cardiac_surgery",1
"study_conduct","study_conduct",1
"hiv_treatment","hiv_treatment",1
"viral_disease","viral_disease",1
"lymphoma_subtype","lymphoma_subtype",1
"transfusion_history","transfusion_history",1
"dental","dental",1
"specimen_availability","specimen_availability",1
"body_characteristics","body_characteristics",1
"access_requirements","access_requirements",1
"ebv_cmv","ebv_cmv",1
"afp_level","afp_level",1
"alt_level","alt_level",1
"hcv_rna","hcv_rna",1
"cancer_therapy","cancer_therapy",1
"decompensation","decompensation",1
"stable_medication","stable_medication",1
"b_cell_depleting","b_cell_depleting",1
"drug_test","drug_test",1
"male_fertility","male_fertility",1
"seasonal","seasonal",1
"disease_spread","disease_spread",1
"infection_autoimmune","infection_autoimmune",1
"active_bleed","active_bleed",1
"maternal_condition","maternal_condition",1
"immune_related","immune_related",1
"cardiac_vascular","cardiac_vascular",1
"driver_mutations","driver_mutations",1
"checkpoint_inhibitor","checkpoint_inhibitor",1
"cause","cause",1
"prior_injection","prior_injection",1
"prior_benefit","prior_benefit",1
"treatment_adverse_event","treatment_adverse_event",1
"organ_impairment","organ_impairment",1
"serious_medical_condition","serious_medical_condition",1
"clinical_outcome","clinical_outcome",1
"bodyweight","bodyweight",1
"bowel_function","bowel_function",1
"genetic_disorder","genetic_disorder",1
"menopause","menopause",1
"response_criteria","response_criteria",1
"study_support","study_support",1
"claustrophobia","claustrophobia",1
"endocrine_condition","endocrine_condition",1
"biopsy_requirement","biopsy_requirement",1
"pancreatic_disease","pancreatic_disease",1
"growth_status","growth_status",1
"growth_data","growth_data",1
"dialysis_status","dialysis_status",1
"hemolysis","hemolysis",1
"nutritional_deficiency","nutritional_deficiency",1
"prior_trial_enrollment","prior_trial_enrollment",1
"age_and_disability","age_and_disability",1
"disease_and_treatment","disease_and_treatment",1
"cns_hemorrhage","cns_hemorrhage",1
"cardiac_specific","cardiac_specific",1
"recent_infection","recent_infection",1
"efficacy","efficacy",1
"medical_decision","medical_decision",1
"age_and_life_expectancy","age_and_life_expectancy",1
"incarceration","incarceration",1
"locotherapy","locotherapy",1
"autoimmune_history","autoimmune_history",1
"visual_acuity_nse","visual_acuity_nse",1
"optic_neuritis","optic_neuritis",1
"rpe_tear","rpe_tear",1
"central_serous","central_serous",1
"autoimmune_uveitis","autoimmune_uveitis",1
"ocular_contraindication","ocular_contraindication",1
"concurrent_agents","concurrent_agents",1
"sample_requirement","sample_requirement",1
"psychiatric_and_social","psychiatric_and_social",1
"cancer_location","cancer_location",1
"skin","skin",1
"concomitant_study","concomitant_study",1
"ocular_examination","ocular_examination",1
"visual_prognosis","visual_prognosis",1
"hormone_receptor_status","hormone_receptor_status",1
"ctdna","ctdna",1
"cholesterol","cholesterol",1
"cardiac_electrolytes","cardiac_electrolytes",1
"alternate_diagnosis","alternate_diagnosis",1
"environmental_exposure","environmental_exposure",1
"biochemistry","biochemistry",1
"age_weight","age_weight",1
"infection_serology","infection_serology",1
"covid_testing","covid_testing",1
"household","household",1
"dosing","dosing",1
"medical_records","medical_records",1
"ophthalmic_condition","ophthalmic_condition",1
"active_condition","active_condition",1
"renal_treatment","renal_treatment",1
"specimen_collection","specimen_collection",1
"prior_mapk_inhibitor","prior_mapk_inhibitor",1
"prior_adjuvant","prior_adjuvant",1
"gastrointestinal_history","gastrointestinal_history",1
"medical_psychiatric","medical_psychiatric",1
"node_status","node_status",1
"metastatic","metastatic",1
"expected_benefit","expected_benefit",1
"unapproved_treatment","unapproved_treatment",1
"residency","residency",1
"occupation","occupation",1
"expansion_only","expansion_only",1
"surgical_healing","surgical_healing",1
"race","race",1
"time_window","time_window",1
"intervention","intervention",1
"lesion_location","lesion_location",1
"ocular_laser","ocular_laser",1
"contact_lens","contact_lens",1
"retinal_hemorrhage","retinal_hemorrhage",1
"retinal_scarring","retinal_scarring",1
"posterior_capsule","posterior_capsule",1
"scleral_pathology","scleral_pathology",1
"conjunctival","conjunctival",1
"lid_condition","lid_condition",1
"eyelash","eyelash",1
"corneal_sensation","corneal_sensation",1
"eyelid_function","eyelid_function",1
"facial_nerve","facial_nerve",1
"intraocular_condition","intraocular_condition",1
"specular_microscopy","specular_microscopy",1
"pseudoexfoliation","pseudoexfoliation",1
"keratitis","keratitis",1
"intraocular_inflammation","intraocular_inflammation",1
"sjogren_kcs","sjogren_kcs",1
"ocular_behavior","ocular_behavior",1
"orbital","orbital",1
"her2_amplification","her2_amplification",1
"fluid_overload","fluid_overload",1
"vte","vte",1
"hbv_hdv","hbv_hdv",1
"infusion_reaction","infusion_reaction",1
"aspiration_pneumonia","aspiration_pneumonia",1
"ild_etiology","ild_etiology",1
"medication_tolerability","medication_tolerability",1
"cardiac_electrophysiology","cardiac_electrophysiology",1
"age_and_risk","age_and_risk",1
"baseline","baseline",1
"prior_injury","prior_injury",1
"treatment_option","treatment_option",1
"site","site",1
"tumor_lesion","tumor_lesion",1
"anticonvulsants","anticonvulsants",1
"symptomatic_lesions","symptomatic_lesions",1
"viral_therapy","viral_therapy",1
"prior_anticancer","prior_anticancer",1
"cmv_status","cmv_status",1
"b_cell_depletion","b_cell_depletion",1
"multi_organ","multi_organ",1
"radiosurgery","radiosurgery",1
"systemic_chemotherapy","systemic_chemotherapy",1
"prior_cns_therapy","prior_cns_therapy",1
"cytogenetics","cytogenetics",1
"Tissue consent","Tissue consent",1
"Prior experimental therapy","Prior experimental therapy",1
"Female patients with IgA","Female patients with IgA",1
"Lupus nephritis","Lupus nephritis",1
"MPGN","MPGN",1
"Liver disease and infections","Liver disease and infections",1
"Renal biopsy findings","Renal biopsy findings",1
"Prior corticosteroids","Prior corticosteroids",1
"Allergic reaction to Rituximab","Allergic reaction to Rituximab",1
"Major infection episode","Major infection episode",1
"High-dose steroids","High-dose steroids",1
"Cardiac or pulmonary disease","Cardiac or pulmonary disease",1
"Prior treatment for OCSCC","Prior treatment for OCSCC",1
"Surgical resectability","Surgical resectability",1
"PD-L1 status","PD-L1 status",1
"Lab criteria - Lymphocyte count","Lab criteria - Lymphocyte count",1
"Lab criteria - Platelet count","Lab criteria - Platelet count",1
"Lab criteria - Liver enzymes","Lab criteria - Liver enzymes",1
"Lab criteria - Creatinine clearance","Lab criteria - Creatinine clearance",1
"Lab criteria - Serum albumin","Lab criteria - Serum albumin",1
"Lab criteria - Coagulation","Lab criteria - Coagulation",1
"HBV antiviral therapy","HBV antiviral therapy",1
"Prior head and neck radiotherapy","Prior head and neck radiotherapy",1
"Prior immune checkpoint inhibitors","Prior immune checkpoint inhibitors",1
"Allergic reactions to antibodies","Allergic reactions to antibodies",1
"Hypersensitivity to CHO products","Hypersensitivity to CHO products",1
"Vital organ function","Vital organ function",1
"Recovery from toxicities","Recovery from toxicities",1
"CMV and COVID-19","CMV and COVID-19",1
"Psychiatric or medical disorder","Psychiatric or medical disorder",1
"Prior cellular therapy","Prior cellular therapy",1
"Prior anticancer medications","Prior anticancer medications",1
"Hypersensitivity reaction","Hypersensitivity reaction",1
"Live vaccine before LD","Live vaccine before LD",1
"Disease diagnosis - Cohort A","Disease diagnosis - Cohort A",1
"Stage - Cohort A","Stage - Cohort A",1
"Surgery - Cohort B","Surgery - Cohort B",1
"Lymph node evaluation - Cohort B","Lymph node evaluation - Cohort B",1
"Surgery interval - Cohort B","Surgery interval - Cohort B",1
"Nodal status - Cohort B","Nodal status - Cohort B",1
"Margins - Cohort B Lumpectomy","Margins - Cohort B Lumpectomy",1
"Margins - Cohort B Mastectomy","Margins - Cohort B Mastectomy",1
"Lab criteria - Platelets","Lab criteria - Platelets",1
"Lab criteria - Alkaline phosphatase","Lab criteria - Alkaline phosphatase",1
"Lab criteria - AST","Lab criteria - AST",1
"Lab criteria - Liver enzymes constraint","Lab criteria - Liver enzymes constraint",1
"Lab criteria - Elevated liver enzymes","Lab criteria - Elevated liver enzymes",1
"Lab criteria - Bone metastases","Lab criteria - Bone metastases",1
"Lab criteria - Creatinine","Lab criteria - Creatinine",1
"Lab criteria - Proteinuria","Lab criteria - Proteinuria",1
"Lab criteria - LVEF","Lab criteria - LVEF",1
"FNA only - Cohort A","FNA only - Cohort A",1
"Prior axillary staging - Cohort A","Prior axillary staging - Cohort A",1
"Breast reconstruction - Cohort B","Breast reconstruction - Cohort B",1
"Bilateral breast cancer","Bilateral breast cancer",1
"Prior ipsilateral/contralateral breast cancer","Prior ipsilateral/contralateral breast cancer",1
"Prior chemotherapy/trastuzumab/bevacizumab","Prior chemotherapy/trastuzumab/bevacizumab",1
"Prior treatment for current cancer","Prior treatment for current cancer",1
"Sex hormone therapy","Sex hormone therapy",1
"History of cardiac disease","History of cardiac disease",1
"Uncontrolled hypertension","Uncontrolled hypertension",1
"TIA or CVA","TIA or CVA",1
"Arterial thrombotic event","Arterial thrombotic event",1
"Symptomatic PVD","Symptomatic PVD",1
"Significant bleeding","Significant bleeding",1
"Wound/ulcer/fracture","Wound/ulcer/fracture",1
"Gastroduodenal ulcer","Gastroduodenal ulcer",1
"Anticipated major surgery","Anticipated major surgery",1
"Nonmalignant systemic disease","Nonmalignant systemic disease",1
"Hypersensitivity to polysorbate 80","Hypersensitivity to polysorbate 80",1
"Psychiatric/addictive disorders","Psychiatric/addictive disorders",1
"cohort_requirement","cohort_requirement",1
"liver_metastases","liver_metastases",1
"hypertensive","hypertensive",1
"allergic_sensitization","allergic_sensitization",1
"challenge_test","challenge_test",1
"basophil_activation","basophil_activation",1
"basophil_count","basophil_count",1
"asthma_severity","asthma_severity",1
"nasal_anatomy","nasal_anatomy",1
"donor_hematopoiesis","donor_hematopoiesis",1
"cll_specification","cll_specification",1
"malignancy_status","malignancy_status",1
"malignancy_type","malignancy_type",1
"dli_restriction","dli_restriction",1
"aneurysm_treatment","aneurysm_treatment",1
"vasospasm","vasospasm",1
"prior_il6_therapy","prior_il6_therapy",1
"prior_anti_cd_therapy","prior_anti_cd_therapy",1
"prior_anti_cd4_therapy","prior_anti_cd4_therapy",1
"demyelinating_disease","demyelinating_disease",1
"serious_comorbidities","serious_comorbidities",1
"wbc_count","wbc_count",1
"anc_count","anc_count",1
"hcv_antigen","hcv_antigen",1
"serious_infection","serious_infection",1
"cardiac_abnormality","cardiac_abnormality",1
"engraftment","engraftment",1
"corticosteroid_treatment","corticosteroid_treatment",1
"multiple_hsct","multiple_hsct",1
"prior_agvhd_treatment","prior_agvhd_treatment",1
"malignancy_confirmation","malignancy_confirmation",1
"prior_surgery_radiation","prior_surgery_radiation",1
"program","program",1
"HIV Culture","HIV Culture",1
"Hepatitis B Antibody","Hepatitis B Antibody",1
"Anti-tuberculosis Medication","Anti-tuberculosis Medication",1
"Hepatitis B History","Hepatitis B History",1
"Hepatitis C History","Hepatitis C History",1
"HIV Vaccine","HIV Vaccine",1
"Prior Immunization","Prior Immunization",1
"Liver Involvement","Liver Involvement",1
"Pregnancy Protection","Pregnancy Protection",1
"Metastatic Disease Site","Metastatic Disease Site",1
"Systemic Treatment","Systemic Treatment",1
"Asthma Symptoms","Asthma Symptoms",1
"Lumpectomy Margins","Lumpectomy Margins",1
"Mastectomy Margins","Mastectomy Margins",1
"Lymph Node Evaluation","Lymph Node Evaluation",1
"Hormone Receptor Analysis","Hormone Receptor Analysis",1
"Contralateral Breast Cancer","Contralateral Breast Cancer",1
"Ipsilateral Breast Cancer History","Ipsilateral Breast Cancer History",1
"Chemotherapy for Current Cancer","Chemotherapy for Current Cancer",1
"Sex Hormonal Therapy","Sex Hormonal Therapy",1
"Investigational Product","Investigational Product",1
"Lipid Disorders","Lipid Disorders",1
"Hypomagnesemia","Hypomagnesemia",1
"Prior Cancer Treatment","Prior Cancer Treatment",1
"Histological Grade","Histological Grade",1
"Laboratory - Blood Counts","Laboratory - Blood Counts",1
"Laboratory - Hepatic Function","Laboratory - Hepatic Function",1
"Laboratory - Renal Function","Laboratory - Renal Function",1
"HER2 Signaling","HER2 Signaling",1
"Diagnostic Method","Diagnostic Method",1
"Axillary Surgery","Axillary Surgery",1
"Prior Ipsilateral Malignancy","Prior Ipsilateral Malignancy",1
"Other Systemic Disease","Other Systemic Disease",1
"Chronic Corticosteroid Use","Chronic Corticosteroid Use",1
"Clinical Presentation","Clinical Presentation",1
"Macular Disease","Macular Disease",1
"Macular Degeneration","Macular Degeneration",1
"Prior Steroids","Prior Steroids",1
"Ranibizumab","Ranibizumab",1
"Macular Edema","Macular Edema",1
"Prior Triamcinolone","Prior Triamcinolone",1
"Uncontrolled Systemic Disease","Uncontrolled Systemic Disease",1
"Cognitive Defect","Cognitive Defect",1
"Visual Acuity Better Than Threshold","Visual Acuity Better Than Threshold",1
"Electrolyte Abnormalities","Electrolyte Abnormalities",1
"Recent Trauma","Recent Trauma",1
"Transaminases","Transaminases",1
"Females - Pregnancy Status","Females - Pregnancy Status",1
"Prior BCL2 Inhibitor","Prior BCL2 Inhibitor",1
"MDS Risk Category","MDS Risk Category",1
"CYP3A Inducers","CYP3A Inducers",1
"Cardiovascular Status","Cardiovascular Status",1
"Chronic Respiratory and Other Systemic Diseases","Chronic Respiratory and Other Systemic Diseases",1
"White Blood Cell Count","White Blood Cell Count",1
"sedation_risk","sedation_risk",1
"airway_obstruction","airway_obstruction",1
"neurological_status","neurological_status",1
"skin_lesions","skin_lesions",1
"seizure_status","seizure_status",1
"genetic_screening","genetic_screening",1
"neurosurgical_history","neurosurgical_history",1
"abscess_location","abscess_location",1
"Diagnosis Location","Diagnosis Location",1
"Workup","Workup",1
"Androgen Deprivation","Androgen Deprivation",1
"Lymphadenopathy","Lymphadenopathy",1
"provider","provider",1
"Other autoimmune/neurodegenerative disease","Other autoimmune/neurodegenerative disease",1
"adjuvant_therapy_washout","adjuvant_therapy_washout",1
"tumor_staging","tumor_staging",1
"cohort_de_specific","cohort_de_specific",1
"biliary_obstruction","biliary_obstruction",1
"surgery_procedures","surgery_procedures",1
"cnv_etiology","cnv_etiology",1
"neurodegenerative_disease","neurodegenerative_disease",1
"rems","rems",1
"Tolerance","Tolerance",1
"Capability","Capability",1
"Lymphoproliferative Disorder","Lymphoproliferative Disorder",1
"CNS/Brain","CNS/Brain",1
"prior_minor_surgery","prior_minor_surgery",1
"vascular_status","vascular_status",1
"gangrene","gangrene",1
"arterial_disease","arterial_disease",1
"glycemic_control","glycemic_control",1
"age_and_procedure","age_and_procedure",1
"prior_verteporfin_therapy","prior_verteporfin_therapy",1
"investigational_drug_history","investigational_drug_history",1
"systemic_anti_vegf","systemic_anti_vegf",1
"Joint Assessment","Joint Assessment",1
"Rheumatic/Skin Disease","Rheumatic/Skin Disease",1
"Corticosteroid Injections","Corticosteroid Injections",1
"Diabetes Diagnosis","Diabetes Diagnosis",1
"Ulcer Characteristics","Ulcer Characteristics",1
"Retinal Exam","Retinal Exam",1
"Foot Infection","Foot Infection",1
"Osteomyelitis","Osteomyelitis",1
"Ulcer Etiology","Ulcer Etiology",1
"Charcot Foot","Charcot Foot",1
"Multiple Ulcers","Multiple Ulcers",1
"Nutritional Status","Nutritional Status",1
"Psychiatric/Substance Abuse","Psychiatric/Substance Abuse",1
"Prior Growth Factor","Prior Growth Factor",1
"Paternal Exposure Only","Paternal Exposure Only",1
"Surgery/Wounds","Surgery/Wounds",1
"GI/Wound Complications","GI/Wound Complications",1
"Thromboembolic Events","Thromboembolic Events",1
"Chronic Therapy","Chronic Therapy",1
"squamous_cell_lung_cancer","squamous_cell_lung_cancer",1
"other_cancer_history","other_cancer_history",1
"food_allergy_skin_test","food_allergy_skin_test",1
"food_specific_ige","food_specific_ige",1
"food_challenge","food_challenge",1
"prior_food_immunotherapy","prior_food_immunotherapy",1
"CNS Disorders","CNS Disorders",1
"Prior DMT","Prior DMT",1
"Prior Immunoglobulin","Prior Immunoglobulin",1
"Anaphylaxis","Anaphylaxis",1
"Prior Anti-CD20","Prior Anti-CD20",1
"GI Ostomy","GI Ostomy",1
"Hypertension Crisis","Hypertension Crisis",1
"Concomitant Study Enrollment","Concomitant Study Enrollment",1
"Psychiatric/Medical Condition","Psychiatric/Medical Condition",1
"Hematologic and End-Organ Function","Hematologic and End-Organ Function",1
"Tumor Accessibility","Tumor Accessibility",1
"Concomitant Investigational Agents","Concomitant Investigational Agents",1
"Metabolic Abnormalities","Metabolic Abnormalities",1
"Live Attenuated Vaccine","Live Attenuated Vaccine",1
"Chemotherapy Tolerance","Chemotherapy Tolerance",1
"PEGPH20 Arm - Vascular Events","PEGPH20 Arm - Vascular Events",1
"PEGPH20 Arm - Thromboembolic Events","PEGPH20 Arm - Thromboembolic Events",1
"PEGPH20 Arm - Concomitant Medication","PEGPH20 Arm - Concomitant Medication",1
"PEGPH20 Arm - Anticoagulation","PEGPH20 Arm - Anticoagulation",1
"Chemotherapy Initiation","Chemotherapy Initiation",1
"Disease Verification","Disease Verification",1
"Tumor Risk Profile","Tumor Risk Profile",1
"Biomarker Status","Biomarker Status",1
"Nodal Status","Nodal Status",1
"Laboratory Parameters","Laboratory Parameters",1
"herbal_medicine","herbal_medicine",1
"prior_sorafenib","prior_sorafenib",1
"cgm_monitoring","cgm_monitoring",1
"atherosclerotic_disease","atherosclerotic_disease",1
"adrenal_disease","adrenal_disease",1
"mental_status","mental_status",1
"measurable_lesion_size","measurable_lesion_size",1
"Ability to Perform","Ability to Perform",1
"Prior Treatment - Photocoagulation","Prior Treatment - Photocoagulation",1
"Prior Treatment - Intraocular Steroids","Prior Treatment - Intraocular Steroids",1
"Prior Efalizumab Treatment","Prior Efalizumab Treatment",1
"Medical Judgment","Medical Judgment",1
"Infectious Disease Screening","Infectious Disease Screening",1
"Gastrointestinal Surgery","Gastrointestinal Surgery",1
"Nicotine Use","Nicotine Use",1
"Over-the-Counter Medications","Over-the-Counter Medications",1
"Substance Exclusions","Substance Exclusions",1
"Ophthalmic Complications","Ophthalmic Complications",1
"Surgery and Trauma","Surgery and Trauma",1
"Prior Anti-Cancer Therapy","Prior Anti-Cancer Therapy",1
"Fever and Neutropenia","Fever and Neutropenia",1
"Age and Health Status","Age and Health Status",1
"Muscle Weakness","Muscle Weakness",1
"Weakness Etiology","Weakness Etiology",1
"Joint Function","Joint Function",1
"Severe Weakness","Severe Weakness",1
"Tremor and Ataxia","Tremor and Ataxia",1
"Consent and Compliance","Consent and Compliance",1
"Recent Laser Treatment","Recent Laser Treatment",1
"Photography","Photography",1
"Glaucoma Treatment","Glaucoma Treatment",1
"Ovarian Cancer","Ovarian Cancer",1
"Ovarian Cancer Dose Expansion","Ovarian Cancer Dose Expansion",1
"Pancreatic Cancer","Pancreatic Cancer",1
"Pancreatic Cancer Prior Treatment","Pancreatic Cancer Prior Treatment",1
"Recent Anti-Tumor Therapy","Recent Anti-Tumor Therapy",1
"Growth Hormone Therapy","Growth Hormone Therapy",1
"Pituitary Surgery","Pituitary Surgery",1
"synchronous_cancer","synchronous_cancer",1
"measurement","measurement",1
"endometrial_disease","endometrial_disease",1
"cardiac_hepatic","cardiac_hepatic",1
"systemic_condition","systemic_condition",1
"Prior/Concurrent Treatment","Prior/Concurrent Treatment",1
"Diagnosis/Prior Treatment","Diagnosis/Prior Treatment",1
"Topical therapy","Topical therapy",1
"Clinical judgment","Clinical judgment",1
"Psoriasis type","Psoriasis type",1
"Cardiovascular/pulmonary disease","Cardiovascular/pulmonary disease",1
"Fluid Retention","Fluid Retention",1
"Renal Support","Renal Support",1
"Cardiac Support","Cardiac Support",1
"Concurrent Surgery","Concurrent Surgery",1
"Heart Transplant","Heart Transplant",1
"Transcatheter Procedures","Transcatheter Procedures",1
"Resuscitation","Resuscitation",1
"Kidney History","Kidney History",1
"Kidney Anatomy","Kidney Anatomy",1
"Histological Confirmation","Histological Confirmation",1
"CNS Disease (Repeated)","CNS Disease (Repeated)",1
"treatment_restriction","treatment_restriction",1
"cognitive_impairment","cognitive_impairment",1
"Time to Treatment","Time to Treatment",1
"NIHSS Score","NIHSS Score",1
"Imaging Criteria","Imaging Criteria",1
"Pre-morbid Status","Pre-morbid Status",1
"NIHSS Improvement","NIHSS Improvement",1
"Prior Stroke/Trauma","Prior Stroke/Trauma",1
"Gastrointestinal/Genitourinary Hemorrhage","Gastrointestinal/Genitourinary Hemorrhage",1
"Heparin and aPTT","Heparin and aPTT",1
"Aortic Dissection","Aortic Dissection",1
"Prior VEGF/EGFR Therapy","Prior VEGF/EGFR Therapy",1
"HCC Rupture/Necrosis","HCC Rupture/Necrosis",1
"Corneal Abnormalities","Corneal Abnormalities",1
"Prior Investigational/Chemotherapy","Prior Investigational/Chemotherapy",1
"Tumor Thrombus","Tumor Thrombus",1
"Timing of Entry","Timing of Entry",1
"Asthma Intubation","Asthma Intubation",1
"Protocol-Defined Criteria","Protocol-Defined Criteria",1
"Radiotherapy Timing","Radiotherapy Timing",1
"MRI Documentation","MRI Documentation",1
"Recurrent Disease","Recurrent Disease",1
"Intratumoral Hemorrhage","Intratumoral Hemorrhage",1
"Gliadel Wafers","Gliadel Wafers",1
"Hypertension Control","Hypertension Control",1
"Intracerebral Abscess","Intracerebral Abscess",1
"Birth Control","Birth Control",1
"Prior DCIS","Prior DCIS",1
"PCP Prophylaxis","PCP Prophylaxis",1
"Antifungal Therapy","Antifungal Therapy",1
"Prior Immunomodulators","Prior Immunomodulators",1
"Ocular Function","Ocular Function",1
"Corneal Staining","Corneal Staining",1
"Ocular Symptoms","Ocular Symptoms",1
"Experimental Medication","Experimental Medication",1
"Corneal Epithelial Defect","Corneal Epithelial Defect",1
"Vulnerable Populations","Vulnerable Populations",1
"Disease Status - Metastatic","Disease Status - Metastatic",1
"Lab Values - Hematologic with Cytopenias","Lab Values - Hematologic with Cytopenias",1
"Lab Values - Hepatic/Renal","Lab Values - Hepatic/Renal",1
"Hemophagocytic Syndrome","Hemophagocytic Syndrome",1
"Rash","Rash",1
"Chronic EBV","Chronic EBV",1
"Active Autoimmune Disease","Active Autoimmune Disease",1
"Autoimmune Disease History","Autoimmune Disease History",1
"extrahepatic_disease","extrahepatic_disease",1
"portal_hypertension","portal_hypertension",1
"tumor_invasion","tumor_invasion",1
"vascular_involvement","vascular_involvement",1
"abdominal_free_air","abdominal_free_air",1
"infection_surgery","infection_surgery",1
"Liver Failure","Liver Failure",1
"diagnosis_exclusions","diagnosis_exclusions",1
"clinical_improvement","clinical_improvement",1
"transfer_plans","transfer_plans",1
"ventilation_duration","ventilation_duration",1
"ventilation_prognosis","ventilation_prognosis",1
"pulmonary_fibrosis","pulmonary_fibrosis",1
"other_investigational_drugs","other_investigational_drugs",1
"surgery_complications","surgery_complications",1
"retinal_risk","retinal_risk",1
"tumor_extent","tumor_extent",1
"family_support","family_support",1
"endocrine_disorders","endocrine_disorders",1
"Molecular Testing","Molecular Testing",1
"Operability","Operability",1
"Adjuvant Inclusion","Adjuvant Inclusion",1
"Prior History","Prior History",1
"Prior Treatment (Phase I)","Prior Treatment (Phase I)",1
"Prior Treatment (Phase II Cohort A)","Prior Treatment (Phase II Cohort A)",1
"Prior Treatment (Phase II Cohort B)","Prior Treatment (Phase II Cohort B)",1
"Palliative Care","Palliative Care",1
"Age Note","Age Note",1
"Bone Maturity","Bone Maturity",1
"hormonal","hormonal",1
"OCT Findings","OCT Findings",1
"Imaging Quality","Imaging Quality",1
"Vitreous Hemorrhage","Vitreous Hemorrhage",1
"Surgery Coordination","Surgery Coordination",1
"Co-enrollment","Co-enrollment",1
"Cardiac Arrhythmia","Cardiac Arrhythmia",1
"BRAF Status","BRAF Status",1
"Ocular Risk Factors","Ocular Risk Factors",1
"Further Treatment","Further Treatment",1
"followup","followup",1
"tissue_research","tissue_research",1
"malignancy_comorbidity","malignancy_comorbidity",1
"study_history","study_history",1
"Consent and Demographics","Consent and Demographics",1
"OCT Measurement","OCT Measurement",1
"Ocular Requirements","Ocular Requirements",1
"Prior Systemic Treatment","Prior Systemic Treatment",1
"Prior Study Withdrawal","Prior Study Withdrawal",1
"Comorbidities and Malignancy","Comorbidities and Malignancy",1
"Re-entry Criteria","Re-entry Criteria",1
"Group 1: Ranibizumab Responders - Ability to Consent","Group 1: Ranibizumab Responders - Ability to Consent",1
"Group 1: Ranibizumab Responders - Age","Group 1: Ranibizumab Responders - Age",1
"Group 1: Ranibizumab Responders - Diagnosis","Group 1: Ranibizumab Responders - Diagnosis",1
"Group 2: Normal Controls - Demographics","Group 2: Normal Controls - Demographics",1
"Group 2: Normal Controls - Diagnosis","Group 2: Normal Controls - Diagnosis",1
"Group 2: Normal Controls - Consent","Group 2: Normal Controls - Consent",1
"Group 3: Anti-VEGF Initial Non-responders - Diagnosis","Group 3: Anti-VEGF Initial Non-responders - Diagnosis",1
"Group 3: Anti-VEGF Initial Non-responders - Compliance","Group 3: Anti-VEGF Initial Non-responders - Compliance",1
"Group 3: Anti-VEGF Initial Non-responders - Age","Group 3: Anti-VEGF Initial Non-responders - Age",1
"Group 4: Dry AMD - Demographics","Group 4: Dry AMD - Demographics",1
"Group 4: Dry AMD - Diagnosis","Group 4: Dry AMD - Diagnosis",1
"Group 4: Dry AMD - Consent","Group 4: Dry AMD - Consent",1
"Concurrent Ocular Disease","Concurrent Ocular Disease",1
"Prior AMD Therapy","Prior AMD Therapy",1
"Immunomodulatory Treatment","Immunomodulatory Treatment",1
"Laboratory Values - WBC","Laboratory Values - WBC",1
"Laboratory Values - ANC","Laboratory Values - ANC",1
"Laboratory Values - Hemoglobin","Laboratory Values - Hemoglobin",1
